lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book
2119SOH02_blue_lg,Size,2119SOH02_blue_lg,active,Maaji,GRANDE,7702781044831,GRANDE,265000,COP Price
2062SBC11_blue_sm,Size,2062SBC11_blue_sm,active,Maaji,PEQUEÑO,7702781054021,PEQUEÑO,126000,COP Price
2062SBC11_blue_md,Size,2062SBC11_blue_md,active,Maaji,MEDIO,7702781054038,MEDIO,126000,COP Price
2062SBC11_blue_lg,Size,2062SBC11_blue_lg,active,Maaji,GRANDE,7702781054045,GRANDE,126000,COP Price
2062SCC11_blue_sm,Size,2062SCC11_blue_sm,active,Maaji,PEQUEÑO,7702781039974,PEQUEÑO,126000,COP Price
2062SCC11_blue_md,Size,2062SCC11_blue_md,active,Maaji,MEDIO,7702781039981,MEDIO,126000,COP Price
2062SCC11_blue_lg,Size,2062SCC11_blue_lg,active,Maaji,GRANDE,7702781039998,GRANDE,126000,COP Price
2041SBC08_blue_sm,Size,2041SBC08_blue_sm,active,Maaji,PEQUEÑO,7702781034634,PEQUEÑO,126000,COP Price
2041SBC08_blue_md,Size,2041SBC08_blue_md,active,Maaji,MEDIO,7702781034641,MEDIO,126000,COP Price
2041SBC08_blue_lg,Size,2041SBC08_blue_lg,active,Maaji,GRANDE,7702781034658,GRANDE,126000,COP Price
2041SCC08_blue_sm,Size,2041SCC08_blue_sm,active,Maaji,PEQUEÑO,7702781054120,PEQUEÑO,126000,COP Price
2041SCC08_blue_md,Size,2041SCC08_blue_md,active,Maaji,MEDIO,7702781054137,MEDIO,126000,COP Price
2041SCC08_blue_lg,Size,2041SCC08_blue_lg,active,Maaji,GRANDE,7702781054144,GRANDE,126000,COP Price
3007SAC19_orange_sm,Size,3007SAC19_orange_sm,active,Maaji,PEQUEÑO,7702781054939,PEQUEÑO,95000,COP Price
3007SAC19_orange_md,Size,3007SAC19_orange_md,active,Maaji,MEDIO,7702781054946,MEDIO,95000,COP Price
3007SAC19_orange_lg,Size,3007SAC19_orange_lg,active,Maaji,GRANDE,7702781054953,GRANDE,95000,COP Price
3007SBC19_orange_sm,Size,3007SBC19_orange_sm,active,Maaji,PEQUEÑO,7702781054885,PEQUEÑO,95000,COP Price
3007SBC19_orange_md,Size,3007SBC19_orange_md,active,Maaji,MEDIO,7702781054892,MEDIO,95000,COP Price
3007SBC19_orange_lg,Size,3007SBC19_orange_lg,active,Maaji,GRANDE,7702781054908,GRANDE,95000,COP Price
3007SCC19_orange_sm,Size,3007SCC19_orange_sm,active,Maaji,PEQUEÑO,7702781055134,PEQUEÑO,95000,COP Price
3007SCC19_orange_md,Size,3007SCC19_orange_md,active,Maaji,MEDIO,7702781055141,MEDIO,95000,COP Price
3007SCC19_orange_lg,Size,3007SCC19_orange_lg,active,Maaji,GRANDE,7702781055158,GRANDE,95000,COP Price
3007SDC19_orange_sm,Size,3007SDC19_orange_sm,active,Maaji,PEQUEÑO,7702781031732,PEQUEÑO,95000,COP Price
3007SDC19_orange_md,Size,3007SDC19_orange_md,active,Maaji,MEDIO,7702781031749,MEDIO,95000,COP Price
3007SDC19_orange_lg,Size,3007SDC19_orange_lg,active,Maaji,GRANDE,7702781031756,GRANDE,95000,COP Price
3013SBC04_orange_sm,Size,3013SBC04_orange_sm,active,Maaji,PEQUEÑO,7702781055530,PEQUEÑO,95000,COP Price
3013SBC04_orange_md,Size,3013SBC04_orange_md,active,Maaji,MEDIO,7702781055547,MEDIO,95000,COP Price
3013SBC04_orange_lg,Size,3013SBC04_orange_lg,active,Maaji,GRANDE,7702781055554,GRANDE,95000,COP Price
3013SCC04_orange_sm,Size,3013SCC04_orange_sm,active,Maaji,PEQUEÑO,7702781031589,PEQUEÑO,95000,COP Price
3013SCC04_orange_md,Size,3013SCC04_orange_md,active,Maaji,MEDIO,7702781031596,MEDIO,95000,COP Price
3013SCC04_orange_lg,Size,3013SCC04_orange_lg,active,Maaji,GRANDE,7702781031602,GRANDE,95000,COP Price
3007SAC20_purple_sm,Size,3007SAC20_purple_sm,active,Maaji,PEQUEÑO,7702781031831,PEQUEÑO,95000,COP Price
